Name,Category,Type,State,Amount,Timing / Deadline,Status,Industries,Founder tags,Description,Source URL,Scraped,Notion page URL
Advance Queensland - Ignite Ideas Fund,Funding,Grant,QLD,"Up to $200,000 (Tier 1: up to $100k; Tier 2: $100k–$200k)",Currently closed (Round 13 EOI closed May 2025),Scheduled / Dated,,,Funding for commercialising innovative products and services in Queensland.,https://www.business.qld.gov.au/starting-business/advice-support/grants/innovation-ignite-ideas,2026-07-09,https://app.notion.com/p/Advance-Queensland-Ignite-Ideas-Fund-3985de222667813582d5d584137ff271
AfterWork Ventures,Funding,Investor,National,$100k – $500k (seed and pre-seed),Always open,Open / Rolling,Tech; SaaS,,Pre-seed and seed investor for AU/NZ startups. Syndicate of experienced operators.,https://afterwork.vc/,2026-07-09,https://app.notion.com/p/AfterWork-Ventures-3985de2226678127b9bcf4085553b428
Agriculture Victoria,Advice,Government,VIC,,,Unspecified,AgTech,,Supports innovation in food and fibre industries including agtech startups. Operates research facilities like AgriBio and SmartFarms. Partners on the Hugh Victor McKay Fund and Farmers2Founders.,https://agriculture.vic.gov.au/,2026-07-09,https://app.notion.com/p/Agriculture-Victoria-3985de22266781078d9bcc1dd0b7e099
AgriFutures Funding,Funding,Grant,National,"Up to 500,000",Rolling,Open / Rolling,AgTech,,"Agriculture innovation grants supporting agtech, sustainability, and rural industry startups.",https://www.agrifutures.com.au/,2026-07-09,https://app.notion.com/p/AgriFutures-Funding-3985de222667812ab75df2e0d6ed4a38
AgriZeroNZ,Funding,Investor,National,NZD $500k - $10m,,Unspecified,AgTech; CleanTech,,"NZ-based public-private partnership (50% NZ government, 50% private agribusiness) with $191m committed. Exclusively funds tools and technologies that reduce biogenic methane and nitrous oxide emissions from pasture-grazed ruminant animals. Pre-Seed through Series B. Technology must demonstrate significant emission reductions and compatibility with NZ farming systems. Extremely specific mandate — agri-emissions only.",https://www.agrizero.nz/,2026-07-09,https://app.notion.com/p/AgriZeroNZ-3985de2226678175b53ec1ea9b97c5b1
Ai Group (Australian Industry Group),Advice,Expert,National,,,Unspecified,,,"Leading national industry association representing businesses across manufacturing, engineering, construction, defence, ICT and more. Advocacy, IR advice, training and networking.",https://aigroup.com.au/,2026-07-09,https://app.notion.com/p/Ai-Group-Australian-Industry-Group-3985de22266781038125d8f3e5e989da
AIIA (Australian Information Industry Association),Connections,Community,National,,,Unspecified,Tech,,"Australia's peak body for the digital ecosystem since 1978. Hundreds of company members representing 750,000+ workers. Advocacy, networking, education, innovation development.",https://www.aiia.com.au/,2026-07-09,https://app.notion.com/p/AIIA-Australian-Information-Industry-Association-3985de2226678170953bc251f59edbf7
Airtree Ventures,Funding,Investor,National,$100k - $250k co-invest; leads $1m - $5m seed,Always open,Open / Rolling,Tech,,"$1.3B under management. Seed to Series B. Portfolio includes Linktree, Go1, Employment Hero. Offers Open Source VC resources.",https://airtree.vc/,2026-07-09,https://app.notion.com/p/Airtree-Ventures-3985de22266781df8b58c56f1c524eaf
Alberts Impact Capital,Funding,Investor,NSW,,Always open,Open / Rolling,CleanTech; HealthTech,,"Albert family impact fund investing in environmental sustainability, mental health, and equality. Early-stage focus on mission-aligned founders.",https://www.alberts.co/,2026-07-09,https://app.notion.com/p/Alberts-Impact-Capital-3985de222667814ead9ac7292e80d328
Alberts Impact Ventures,Funding,Investor,National,$100k - $1.5m,,Unspecified,CleanTech; HealthTech,,"Australian early-stage VC investing $100k–$1.5m in companies with a clear positive impact across environmental sustainability, mental health and wellbeing, the arts, and equality. Pre-Seed through Series A. Does not invest in companies without an impact thesis aligned to these four focus areas.",https://www.alberts.co/impact-ventures/,2026-07-09,https://app.notion.com/p/Alberts-Impact-Ventures-3985de222667819dbc28e5ebb5149f79
ALIAVIA Ventures,Funding,Investor,National,USD $250k - $750k,,Unspecified,HealthTech; FinTech; EdTech,Female Founders,"California-based VC investing in Pre-Seed and Seed-stage female-founded tech startups in the US and Australia. At least one female founder required. Sectors: HealthTech, FinTech, EdTech, HR tech, and media and entertainment. Fund I closed at AUD $13.5m. Cheque size USD $250k–$750k with follow-on available. B2B and B2C both considered.",https://www.aliavia.vc/,2026-07-09,https://app.notion.com/p/ALIAVIA-Ventures-3985de22266781afad51f876560c0ff6
Alice Anderson Fund,Funding,Investor,VIC,"50,000 - 300,000",,Unspecified,,Women,"Co-investment fund for female-founded VIC startups. Investors apply on behalf of startups, not founders directly. 85% equity + 15% grant. Future uncertain due to LaunchVic merger with Breakthrough Victoria.",https://launchvic.org/our-funds/the-alice-anderson-fund/,2026-07-09,https://app.notion.com/p/Alice-Anderson-Fund-3985de22266781f7a125d1169b25ea47
Allied Legal,Advice,Expert,VIC,,,Unspecified,,,"Startup-focused law firm specialising in IP, employment, and capital raising for founders and scaleups.",https://www.alliedlegal.com.au/,2026-07-09,https://app.notion.com/p/Allied-Legal-3985de2226678164a728f52bd7c83935
Altered Capital,Funding,Investor,National,$2m - $10m,,Unspecified,AI; CleanTech; AgTech; HealthTech,,"NZ-based global venture capital and growth equity firm managing NZ$280m+. Backs companies that have already proven product-market fit and are ready to scale across seven themes: Data and Digitisation, AI and Automation, Energy Transition, Alternative Proteins, Circular Economy, Future Health and Wellbeing, and Environment and Sustainability. Series A and beyond — not early-stage.",https://www.alteredcapital.com/,2026-07-09,https://app.notion.com/p/Altered-Capital-3985de222667810c8194ff5b96d334c3
AMES Australia Settlement Services,Advice,Government,VIC,,,Unspecified,,Migrant,Settlement services for migrants and refugees including employment support and business start-up guidance.,https://ames.net.au/,2026-07-09,https://app.notion.com/p/AMES-Australia-Settlement-Services-3985de2226678177a1b5dabbb2716a4c
ANDHealth ACTIVATE,Programs,Accelerator,VIC,Free (equity-free; LaunchVic-funded),Closes 22 Mar 2026,Scheduled / Dated,HealthTech,,"6-month intensive accelerator for Victorian digital health and medtech startups ready to scale. 45+ companies supported since 2023, raising $35.7M collectively. Hybrid format with on-site sessions at Melbourne's CHICC.",https://www.andhealth.com.au/activate,2026-07-09,https://app.notion.com/p/ANDHealth-ACTIVATE-3985de222667815ca6bec2f8c8bcb596
Antler Australia,Programs,Accelerator,National,"$260,000 for 12% equity",Multiple cohorts/year,Scheduled / Dated,AI; Tech,,"Global startup generator with residencies in Sydney, Melbourne, and Brisbane. 10-week program for pre-idea to early-stage founders. $77M Fund II backing 100+ pre-seed startups.",https://www.antler.co/location/australia,2026-07-09,https://app.notion.com/p/Antler-Australia-3985de222667816ab118de84ab5b57d3
ANU InnovationACT,Programs,University,ACT,"Up to 50,000",,Unspecified,,,"10-week entrepreneurship program for ANU and ACT institution students and staff. Workshops, team formation, and $50K seed grant pool.",https://cbrin.com.au/programs/iact,2026-07-09,https://app.notion.com/p/ANU-InnovationACT-3985de22266781588ee8f0c2bb6932e6
Appomate,Advice,Expert,National,,,Unspecified,Tech,,"App development agency specialising in mobile apps, UI/UX design, and MVP builds for startups and enterprises. Offices in Melbourne and Sydney.",https://www.appomate.com.au/,2026-07-09,https://app.notion.com/p/Appomate-3985de22266781a69b6bfa86bfa6b63e
ARAIN (National AI Adopt Centre),Advice,Government,VIC,,,Unspecified,AI; Tech,,"Commonwealth-funded National AI Adopt Centre focused on AI readiness for Australian industry. Provides AI maturity assessments, adoption roadmaps, and training for SMEs.",https://arain.com.au/,2026-07-09,https://app.notion.com/p/ARAIN-National-AI-Adopt-Centre-3985de222667815582bac8ed20167e79
Arbor Capital,Funding,Investor,National,$500k - $5m,,Unspecified,Tech; SaaS; FinTech; CleanTech,,"Australian patient capital investor providing $500k–$5m to high-growth private technology companies with proven business models. Invests at Series A and growth/pre-IPO stages — not early seed. Focus sectors: SaaS, marketplaces, energy, logistics, and fintech.",https://arborcapital.co/,2026-07-09,https://app.notion.com/p/Arbor-Capital-3985de222667817c9e90d165441fce38
Archangel Ventures,Funding,Investor,VIC,,Always open,Open / Rolling,Tech,,Melbourne-based VC investing in pre-seed and seed-stage technology startups across Australia.,https://www.archangel.vc/,2026-07-09,https://app.notion.com/p/Archangel-Ventures-3985de222667812d8527c0dabc604ec5
ARENA (Australian Renewable Energy Agency),Funding,Grant,National,Varies,Rolling,Open / Rolling,CleanTech,,"Federal funding for renewable energy and clean technology innovation, including the $2.5B Future Made in Australia initiative.",https://arena.gov.au/,2026-07-09,https://app.notion.com/p/ARENA-Australian-Renewable-Energy-Agency-3985de2226678198ac7ac190c54d4a4c
Arnotts Technology Lawyers,Advice,Expert,National,,,Unspecified,,,"Specialist IP, cybersecurity, and technology transaction lawyers for tech founders across Australia.",https://arnotts.tech/,2026-07-09,https://app.notion.com/p/Arnotts-Technology-Lawyers-3985de22266781649778f0dc8853cfec
Arowana Partners,Funding,Investor,National,,,Unspecified,Tech; FinTech; EdTech; CleanTech,,"Global B Corp-certified investment group with offices in Sydney, Brisbane, London, Dubai, Singapore, and Manila. Invests in and actively operates growth-stage SMEs across education, technology, fintech, electric mobility, sovereign AI infrastructure, and circular economy. Takes a hands-on operational role — not a passive VC. Australian-focused Australasian Growth Enterprise Fund targets expansion-stage businesses.",https://arowanaco.com/,2026-07-09,https://app.notion.com/p/Arowana-Partners-3985de2226678141864cec609c7ccf5d
Artesian,Funding,Investor,National,$50k – $500k seed (VCaaS platform; A$1.4bn AUM across all strategies),Always open,Open / Rolling,Tech,,"Multi-strategy fund manager with VC, credit, and impact funds. Multiple programs for different stages.",https://www.artesian.vc/,2026-07-09,https://app.notion.com/p/Artesian-3985de22266781dd989ee902d61b2d60
Artesian Capital Management,Funding,Investor,National,,,Unspecified,AgTech; CleanTech; AI; HealthTech,,"Specialist impact VC and corporate venture firm managing funds across agrifood technology, clean energy, AI/robotics, and medtech. Invests at Series A through Series C in Australian and global companies. Also manages corporate venture programs for strategic partners. Sector-specific — agrifood, cleantech, and deep tech only.",https://www.artesian.vc/,2026-07-09,https://app.notion.com/p/Artesian-Capital-Management-3985de22266781e19068f424b4cc7e73
AS1 Growth Partners,Funding,Investor,National,,,Unspecified,Tech,,Growth equity investor focused exclusively on late-stage and pre-IPO opportunities (Series D+). Not suitable for early-stage or seed-stage startups. Sector focus and cheque size not publicly disclosed — verify current mandate on their website.,https://www.as1growthpartners.com/,2026-07-09,https://app.notion.com/p/AS1-Growth-Partners-3985de222667815f8076f07410e83f46
ASCA (Advanced Strategic Capabilities Accelerator),Programs,Accelerator,National,,,Unspecified,Defence,,"Federal government initiative accelerating quantum, AI, cyber, and hypersonics capabilities for Defence.",https://www.asca.gov.au/,2026-07-09,https://app.notion.com/p/ASCA-Advanced-Strategic-Capabilities-Accelerator-3985de222667819eabb0e028f6e56e87
Athletic Ventures,Funding,Investor,National,$1m - $4m,,Unspecified,Tech,,"Australian VC fund and co-investment syndicate backed by 500+ elite athletes. Invests at Seed through Series B in technology companies across generalist sectors. Cheque size $1m–$4m. The athletic network provides portfolio companies access to brand ambassadors, distribution, and consumer validation.",https://www.athletic.vc/,2026-07-09,https://app.notion.com/p/Athletic-Ventures-3985de2226678154aeeddeb7d10740da
Aura Ventures,Funding,Investor,National,$500k - $2m,,Unspecified,Tech,,Sydney-based early-stage VC investing $500k–$2m from Angel through Series A. Sector-agnostic but thesis-driven — each deal must fit a defined investment thesis. Backs ambitious Australian founders early and supports through follow-on rounds.,https://www.auraventures.com.au/,2026-07-09,https://app.notion.com/p/Aura-Ventures-3985de222667812bbb4dd1bcff8e49c1
AusAgritech,Connections,Community,National,,,Unspecified,AgTech,,"National peak body for the Australian agritech sector. Runs the National Agritech Awards Gala, National Agritech Meetup and Agritech Showcase connecting founders, investors and ecosystem players.",https://ausagritech.com/,2026-07-09,https://app.notion.com/p/AusAgritech-3985de22266781a5af49dc74f8a66000
AusIndustry,Advice,Government,National,,,Unspecified,Tech,,"Federal government's innovation programs including the R&D Tax Incentive, offering up to 43.5% refundable tax offset.",https://business.gov.au/,2026-07-09,https://app.notion.com/p/AusIndustry-3985de22266781c69e93f424d7db353a
Austrade Landing Pads,Advice,Government,National,,Apply anytime,Open / Rolling,Tech,,"Austrade's export acceleration program for export-ready Australian tech scaleups. Virtual and in-market bootcamps for key global hubs (US, UK, SE Asia). Free; apply via Austrade.",https://www.austrade.gov.au/en/how-we-can-help-you/programs-and-services/landing-pads,2026-07-09,https://app.notion.com/p/Austrade-Landing-Pads-3985de2226678185a5d6efa3673f286d
Australian Business Awards (ABA100),Funding,Competition,National,Recognition award (no cash prize),July 2026,Scheduled / Dated,Tech,,"Categories include Business Innovation, Product Innovation, Start-Up of the Year, AI Innovation, Digital Innovation.",https://www.australianbusinessawards.com.au/,2026-07-09,https://app.notion.com/p/Australian-Business-Awards-ABA100-3985de22266781bab026ca1081a69f3c
Australian Investment Network,Funding,Investor,National,,Apply anytime,Open / Rolling,Tech,,Online platform connecting entrepreneurs with angel investors and private equity. Submit a business plan and get matched with investors.,https://www.australianinvestmentnetwork.com/,2026-07-09,https://app.notion.com/p/Australian-Investment-Network-3985de222667812da660dc9b2f1ff905
Australian Network on Disability,Connections,Community,National,,,Unspecified,,Disability,Membership organisation connecting employers and businesses to disability inclusion best practices.,https://www.and.org.au/,2026-07-09,https://app.notion.com/p/Australian-Network-on-Disability-3985de222667815f8b92cda61b30e7d8
Australian Space Agency,Advice,Government,National,,Various,Scheduled / Dated,DeepTech,,Programs and funding supporting Australian space industry growth including Moon to Mars initiative.,https://www.space.gov.au/,2026-07-09,https://app.notion.com/p/Australian-Space-Agency-3985de22266781f8b461e682710ff947
Australian Startup VC Directory,Advice,Tool,National,,,Unspecified,,,"Curated database of 150 venture capital firms active in Australia and New Zealand, with details on cheque size, sector focus, investment stage, and how to apply.",https://getsova.com.au/directory.html,2026-07-09,https://app.notion.com/p/Australian-Startup-VC-Directory-3985de2226678179a64ee7889a776247
Australian Technologies Competition,Funding,Competition,National,"100,000","Applications open Mar 2026, Finals Sep 2026",Scheduled / Dated,Tech,,"$100,000 investment package from Scalare Partners. Free entry for tech scale-ups across 12+ sectors. Launch event 10 Mar at Tank Stream Labs Sydney.",https://www.austechcomp.com/,2026-07-09,https://app.notion.com/p/Australian-Technologies-Competition-3985de2226678148b221c714282a0914
Australian Unity Future of Healthcare Fund,Funding,Investor,National,$250k - $7.5m,,Unspecified,HealthTech,,"Healthcare-only VC investing $250k–$7.5m in Series A through Series C companies targeting healthcare, aged care, and disability services in Australia. Managed by Australian Unity, a mutual company. Strictly sector-specific — companies outside healthcare and social care will not qualify.",https://www.australianunity.com.au/wealth/,2026-07-09,https://app.notion.com/p/Australian-Unity-Future-of-Healthcare-Fund-3985de222667819c881cf2d8e11595d3
AWS Activate,Funding,Corporate,National,"Up to 100,000 credits",Apply anytime,Open / Rolling,Tech,,"Up to $100K AWS credits for startups backed by accelerators or VCs. Cloud infrastructure, technical support.",https://aws.amazon.com/activate/,2026-07-09,https://app.notion.com/p/AWS-Activate-3985de22266781c1beb6e690cd82e124
Azure Group,Advice,Expert,National,,,Unspecified,,,"Chartered accounting firm specialising in tech startups. Provides accounting, tax, R&D tax incentive and EMDG claims, corporate advisory and capital raising support. Sydney-based with national client base.",https://www.azuregroup.com.au/,2026-07-09,https://app.notion.com/p/Azure-Group-3985de22266781e4a3aff8a2c3e5aa4a
Bailador Technology Investments,Funding,Investor,National,$5m - $20m,,Unspecified,Tech; SaaS; FinTech,,"ASX-listed technology investment fund (ASX:BTI) with a concentrated portfolio approach to B2B, SaaS, marketplace, and tech-enabled businesses. Invests $5m–$20m at Series A through late-stage. Actively involved in operations and board governance. Not a closed-end VC — capital is permanent and publicly listed.",https://www.bailador.com.au/,2026-07-09,https://app.notion.com/p/Bailador-Technology-Investments-3985de2226678190a347ebdb7a8beb45
Barayamal,Programs,Accelerator,National,,,Unspecified,Tech,Indigenous,"World-leading First Nations entrepreneurship organisation. Events, education, mentoring, and research.",https://barayamal.com.au/,2026-07-09,https://app.notion.com/p/Barayamal-3985de22266781e0ae64c043dfabb0d7
Beachhead Venture Capital,Funding,Investor,National,$200k - $1m,,Unspecified,FinTech; SaaS,,"Australian early-stage VC investing $200k–$1m in fintech, SaaS, and blockchain startups at Seed and Series A. Sector-focused — not suitable for founders outside these three verticals. Provides hands-on support through its network of founders and operators.",https://beachhead.vc/,2026-07-09,https://app.notion.com/p/Beachhead-Venture-Capital-3985de222667813fb6b7ca2aff030f18
BHP Xplor,Funding,Corporate,National,"Up to US$500,000",Sep-Oct applications,Scheduled / Dated,DeepTech,,9-month accelerator for critical minerals exploration. Up to US$500K equity-free funding per company. 21 alumni companies since 2023.,https://www.bhp.com/what-we-do/xplor,2026-07-09,https://app.notion.com/p/BHP-Xplor-3985de22266781a29afdc2ef4cbbccfb
Billfolda Ventures,Funding,Investor,National,$200k - $2m,,Unspecified,Tech,,Australian sector-agnostic VC investing $200k–$2m from Angel through Series A. Backs founders from any industry with scalable technology businesses. Open to first-time founders. Cheque size flexible depending on stage and round structure.,https://billfolda.vc/,2026-07-09,https://app.notion.com/p/Billfolda-Ventures-3985de22266781cfa9c8fab5a6411c2e
Birchal,Funding,Investor,National,"50,000 - 5 million",Apply anytime,Open / Rolling,Tech,,"Australia's largest equity crowdfunding platform. $218M+ raised, 79K+ investors, 300+ companies funded. Great for consumer brands and community-driven businesses.",https://www.birchal.com/,2026-07-09,https://app.notion.com/p/Birchal-3985de22266781b6ab52ca6a601164de
Birchal First,Funding,Investor,National,,Apply anytime,Open / Rolling,Tech,Women; Indigenous; Regional; Migrant,"Birchal's early-stage program for underrepresented founders including women, Indigenous, regional, and migrant entrepreneurs. Activated $6M+ for early-stage startups.",https://www.birchal.com/,2026-07-09,https://app.notion.com/p/Birchal-First-3985de22266781a6851deccb67afe88c
Biztech Lawyers,Advice,Expert,VIC,,,Unspecified,,,"Melbourne-based technology law firm serving the startup community with commercial, IP, and corporate advice.",https://www.biztechlawyers.com.au/,2026-07-09,https://app.notion.com/p/Biztech-Lawyers-3985de22266781749b74c883d66f3908
Black Nova VC,Funding,Investor,National,~$750k,,Unspecified,SaaS,,"Pre-Seed and Seed VC investing an average of $750k in mission-critical, workflow-led B2B software targeting regulated and operations-heavy industries. Not suitable for consumer businesses or sector-agnostic software. Portfolio companies must serve mid-market or enterprise customers solving persistent, unglamorous business problems.",https://www.blacknovavc.com/,2026-07-09,https://app.notion.com/p/Black-Nova-VC-3985de2226678185a4eecac20cad4f43
Black Sheep Capital,Funding,Investor,National,,,Unspecified,Tech,,Australian early-stage VC investing at Seed and Series A in sector-agnostic technology companies. Backs founders with bold ambitions and unconventional approaches. Cheque size not publicly disclosed.,https://blacksheepcapital.com.au/,2026-07-09,https://app.notion.com/p/Black-Sheep-Capital-3985de2226678106ae14eb9d3eb643ae
Blackbird Foundry,Programs,Accelerator,National,"$1,000 non-dilutive + $5,000 pitch prize","Applications Jul-Aug, program Sep-Nov",Scheduled / Dated,DeepTech,,Free 8-week program by Blackbird Ventures for researchers and academics launching science-led startup ideas. $1K per team plus $5K pitch prize. Must have university or AU/NZ connection.,https://blackbird.vc/foundry,2026-07-09,https://app.notion.com/p/Blackbird-Foundry-3985de2226678139ad8ce799de438d5b
Blackbird Giants,Programs,Accelerator,National,,"Sydney: Mar-May, Melbourne: May, Virtual: Aug-Sep",Scheduled / Dated,Tech; AI,,"Free 1-on-1 mentoring program by Blackbird Ventures. 4-week intensive with weekly in-person community events. No equity taken. Cohorts in Sydney, Melbourne, and virtual ANZ.",https://blackbird.vc/giants,2026-07-09,https://app.notion.com/p/Blackbird-Giants-3985de22266781d8a875c79e65c8ebdc
Blackbird Ventures,Funding,Investor,National,First cheques from ~$150k (pre-seed) through growth,Always open,Open / Rolling,Tech,,"Australia's largest VC with $10B+ AUM. Pre-seed to growth stage. Portfolio includes Canva, Dovetail, Culture Amp. Hosts Sunrise Festival.",https://blackbird.vc/,2026-07-09,https://app.notion.com/p/Blackbird-Ventures-3985de22266781c09b01d0ab95d746ce
BlueRock,Advice,Expert,National,,,Unspecified,,,"Entrepreneurial professional services firm offering accounting, legal, finance, insurance, digital marketing, and R&D incentives under one roof. Dedicated startup advisory practice.",https://www.bluerock.com.au/,2026-07-09,https://app.notion.com/p/BlueRock-3985de222667818891eff2c8bd08577d
Boosting Female Founders,Funding,Grant,National,"Was 25,000 - 400,000",Discontinued,Discontinued,,Women,DISCONTINUED. Federal Government grants for women-led startups. Program axed in 2024 federal budget with no future rounds planned.,https://business.gov.au/grants-and-programs/boosting-female-founders,2026-07-09,https://app.notion.com/p/Boosting-Female-Founders-3985de22266781488b9deb0c55453f70
Boson Ventures,Funding,Investor,National,$100k - $300k,,Unspecified,Tech,,Pre-Seed and Seed micro-VC investing $100k–$300k in sector-agnostic technology startups that create real value for society. Invests in Australian and global founders. Does not invest in companies without a clear societal benefit. First-cheque investor.,https://www.boson.vc/,2026-07-09,https://app.notion.com/p/Boson-Ventures-3985de22266781dc8795e8a63b817b4e
Brandon Capital Partners,Funding,Investor,National,$2m – $30m+ (life sciences seed to expansion; A$430m Fund 6),Always open,Unspecified,BioTech,,"Life sciences-only VC managing the Medical Research Commercialisation Fund (MRCF). Invests from Seed through Series B exclusively in biotechnology, medical devices, and life sciences. Backed by major Australian superannuation funds and medical research institutes. Not suitable for companies outside life sciences and biotech.",https://brandoncapital.vc/,2026-07-09,https://app.notion.com/p/Brandon-Capital-Partners-3985de2226678178bb78cf11a515768e
Breakthrough Victoria,Funding,Investor,VIC,$500k – $30m+ (patient capital; rebranding to Innovation Victoria),Always open,Open / Rolling,DeepTech; HealthTech; AgTech; CleanTech,,"Victoria's $2B patient capital fund supporting commercialisation of research and deep tech innovation, pre-seed to Series B. Runs the University Innovation Platform ($100M across 6 universities) and Fellowship Program ($7.5M creating 50 startups from researchers, $150K per startup). Focus sectors: advanced manufacturing, agri-food, clean economy, digital technologies, health and life sciences.",https://www.breakthroughvictoria.com/,2026-07-09,https://app.notion.com/p/Breakthrough-Victoria-3985de22266781fbb26ce7d4f6ef1e63
Breyer Capital,Funding,Investor,National,$1m - $25m,,Unspecified,AI/ML; FinTech; HealthTech,,"US-based VC firm founded by Jim Breyer (early Facebook investor). Invests globally including in emerging markets. Sectors: AI, AI Health, Consumer Software, Media and Gaming, FinTech, Enterprise and Data, Security, Defence Tech, and Climate. Early to growth stage. Notable portfolio: Meta, Spotify, Etsy, Grammarly, Epic Games. No confirmed dedicated Australia programme — invests globally on a deal-by-deal basis.",https://www.breyercapital.com/,2026-07-09,https://app.notion.com/p/Breyer-Capital-3985de22266781fb80a1cdf92d5adcd1
BridgeLane Group,Funding,Investor,National,,,Unspecified,Tech; SaaS; FinTech,,"Sydney-based single family office investing across venture capital, agriculture, and real estate. VC activity focuses on technology companies at Seed through Series A, with a sector-agnostic approach across enterprise software, fintech, and consumer tech. Also incubates new businesses. Cheque size not publicly disclosed.",https://bridgelanegroup.com.au/,2026-07-09,https://app.notion.com/p/BridgeLane-Group-3985de222667810c9db6c218b0e0bb24
Brisbane Angels,Funding,Investor,QLD,$350k - $3m (syndicated),Monthly pitch nights,Scheduled / Dated,Tech,,Queensland-based angel network supporting local startups.,https://www.brisbanangels.com.au/,2026-07-09,https://app.notion.com/p/Brisbane-Angels-3985de22266781e0aa7aca958ac7b072
Brisbane Lord Mayor's Women in Business Grant,Funding,Grant,QLD,"Up to 5,000",Sep-Oct annually,Scheduled / Dated,,Women,"Up to $5,000 for Brisbane women-led businesses for equipment, training, education, or professional services. Includes 12-month development program via Brisbane Business Hub. Over $1M awarded since 2021.",https://www.brisbane.qld.gov.au/,2026-07-09,https://app.notion.com/p/Brisbane-Lord-Mayor-s-Women-in-Business-Grant-3985de2226678137bd46fe82a1b35e2e
Business Innovation Program NT,Funding,Grant,NT,"Up to 30,000",Closed - program under review,Unspecified,,,NT Government grants plus advisor support for product development and market expansion.,https://business.nt.gov.au/,2026-07-09,https://app.notion.com/p/Business-Innovation-Program-NT-3985de22266781bca507d1a1d98c5edb
Business Queensland,Advice,Government,QLD,,,Unspecified,,,Queensland's business support portal featuring Advance Queensland initiatives and Mentoring for Growth program.,https://www.business.qld.gov.au/,2026-07-09,https://app.notion.com/p/Business-Queensland-3985de22266781549704f90f89a28d7f
Business Research and Innovation Initiative (BRII),Funding,Grant,National,"100,000 - 1 million",No rounds currently open; challenge-based program — check business.gov.au for new rounds,Inactive,Tech; CleanTech; HealthTech; DeepTech,,Innovative solutions for government policy and service delivery challenges. Challenge-based funding rounds.,https://business.gov.au/grants-and-programs/business-research-and-innovation-initiative,2026-07-09,https://app.notion.com/p/Business-Research-and-Innovation-Initiative-BRII-3985de22266781d98914e2d40fb7708c
